date,description,amount,category
2026-03-21,TICKETMASTER UK UK,-103.81,entertainment
2026-05-30,MICROSOFT 365 UK,-10.56,subscriptions
2026-06-04,wagamama,-15.29,eating_out
2026-05-11,STARBUCKS COFFEE,-40.79,eating_out
2026-01-10,NATIONAL RAIL TICKET REF 985558 CARD PAYMENT,-5.9,transport
2026-03-10,WAGAMAMA  OXFORD  ST  REF  565570,-58.99,eating_out
2026-04-02,ASDA GROCERIES VICTORIA CARD PAYMENT,-93.07,groceries
2026-06-11,MORRISONS  VICTORIA  REF  236612 CARD PAYMENT,-8.63,groceries
2026-06-18,WAITROSE SUPERMARKET REF 464638,-72.03,groceries
2026-06-08,TFL TRAVEL CHARGE REF 48670,-44.19,transport
2026-04-03,CASHBACK  REWARD  VICTORIA CARD PAYMENT,1799.15,income
2026-01-10,UBER * TRIP * HELP.UBER.COM * REF * 300279,-41.53,transport
2026-06-03,INTEREST * PAID * LONDON * REF * 932995,1620.73,income
2026-02-28,SKY  STORE  MOVIE  REF  44768,-55.15,entertainment
2026-06-17,UBER  EATS  VICTORIA  REF  830653,-32.83,eating_out
2026-03-31,vision express manchester ref 782931,-48.42,health_fitness
2026-02-23,zipcar uk london ref 366509 card payment,-61.46,transport
2026-04-14,SALARY PAYMENT,679.17,income
2026-03-09,VISION  EXPRESS,-47.45,health_fitness
2026-01-18,CAFFE * NERO * REF * 516780,-34.08,eating_out
2026-04-18,BOOTS UK LONDON REF 396727,-23.71,shopping
2026-01-11,NETFLIX.COM REF 678366 CARD PAYMENT,-11.28,subscriptions
2026-06-25,SPOTIFY UK,-7.97,subscriptions
2026-01-21,THEATRE TICKETS OXFORD ST,-44.33,entertainment
2026-06-20,BONUS PAYMENT,611.58,income
2026-05-24,APPLE ICLOUD UK REF 166154,-10.88,subscriptions
2026-02-01,bowling * london * manchester * card * payment,-59.59,entertainment
2026-01-17,BRITISH GAS REF 734599,-100.56,bills
2026-03-17,audible * uk,-15.93,subscriptions
2026-01-01,GO APE ACTIVITY,-26.98,entertainment
2026-02-18,BONUS  PAYMENT  BIRMINGHAM,954.05,income
2026-01-11,SPOTIFY * UK * BIRMINGHAM,-28.3,subscriptions
2026-03-12,LIDL  GB  REF  941790,-81.07,groceries
2026-01-29,boots pharmacy birmingham ref 827051 card payment,-19.33,health_fitness
2026-01-04,AMAZON PRIME UK REF 42319,-8.57,subscriptions
2026-02-16,interest paid ref 289660,2271.05,income
2026-05-12,SKY STORE MOVIE LONDON,-30.48,entertainment
2026-06-30,zara  online  uk,-83.93,shopping
2026-03-17,MICROSOFT 365,-22.55,subscriptions
2026-01-19,THEATRE  TICKETS,-58.85,entertainment
2026-03-26,refund amazon victoria,1814.0,income
2026-06-11,BANK TRANSFER RECEIVED CAMDEN CARD PAYMENT,2312.65,income
2026-05-30,DISNEY * PLUS * CAMDEN * REF * 18711 * CARD * PAYMENT,-3.77,subscriptions
2026-05-24,MORRISONS,-10.18,groceries
2026-05-19,zara  online  ref  538395,-41.07,shopping
2026-02-04,DELIVEROO * ORDER * ONLINE * CARD * PAYMENT,-7.64,eating_out
2026-03-09,BANK * TRANSFER * RECEIVED,1450.36,income
2026-05-09,ODEON * CINEMA * REF * 800656 * CARD * PAYMENT,-28.58,entertainment
2026-03-27,TFL  TRAVEL  CHARGE  LONDON,-37.52,transport
2026-05-28,BOOTS PHARMACY VICTORIA REF 517530,-53.51,health_fitness
2026-04-27,trainline * uk,-34.28,transport
2026-02-11,ARGOS  REF  727048,-72.8,shopping
2026-04-03,MICROSOFT  365  REF  548923 CARD PAYMENT,-10.85,subscriptions
2026-01-17,UBER EATS,-61.67,eating_out
2026-02-05,BOOTS UK UK,-100.86,shopping
2026-01-19,H&M  CLOTHING  REF  818376,-79.33,shopping
2026-05-29,BOWLING  LONDON  REF  811555,-99.22,entertainment
2026-03-25,VISION  EXPRESS  REF  686584,-55.85,health_fitness
2026-05-14,BANK TRANSFER RECEIVED REF 485664 CARD PAYMENT,1222.01,income
2026-05-29,SALARY PAYMENT REF 461272,2544.47,income
2026-05-14,SALARY PAYMENT,300.85,income
2026-01-30,MICROSOFT 365 BIRMINGHAM,-11.03,subscriptions
2026-03-12,SPOTIFY UK ONLINE,-4.43,subscriptions
2026-02-21,INTEREST  PAID  REF  758009,2270.91,income
2026-05-12,DISNEY  PLUS  MANCHESTER  REF  527560 CARD PAYMENT,-21.16,subscriptions
2026-05-22,THEATRE  TICKETS CARD PAYMENT,-102.58,entertainment
2026-01-01,SHELL  PETROL  STATION  MANCHESTER  REF  787224,-26.56,transport
2026-03-28,next  retail  manchester  ref  89109,-86.84,shopping
2026-01-17,CAFFE * NERO * REF * 414989,-63.65,eating_out
2026-05-29,UBER  EATS CARD PAYMENT,-35.84,eating_out
2026-04-01,PRET A MANGER REF 120505 CARD PAYMENT,-24.76,eating_out
2026-04-28,HOLLAND * AND * BARRETT * CAMDEN * REF * 243979,-62.04,health_fitness
2026-01-02,INTEREST PAID OXFORD ST,2289.27,income
2026-05-06,PUREGYM MEMBERSHIP ONLINE REF 111103 CARD PAYMENT,-72.72,health_fitness
2026-06-20,puregym * membership * london * ref * 442508,-60.12,health_fitness
2026-02-26,BOOTS PHARMACY LONDON,-39.89,health_fitness
2026-05-04,AMAZON MARKETPLACE ONLINE REF 186006,-40.21,shopping
2026-06-24,H&M CLOTHING REF 741880,-78.32,shopping
2026-01-17,zara online uk,-31.4,shopping
2026-05-12,APPLE ICLOUD OXFORD ST REF 506529 CARD PAYMENT,-8.44,subscriptions
2026-03-14,uber eats online card payment,-51.55,eating_out
2026-02-14,NATIONAL * RAIL * TICKET * MANCHESTER * REF * 360743,-20.56,transport
2026-01-08,AMAZON MARKETPLACE REF 197971,-137.94,shopping
2026-04-03,EDF  ENERGY  BILL  ONLINE  REF  685733,-93.96,bills
2026-06-16,SKY  STORE  MOVIE  CAMDEN,-47.85,entertainment
2026-02-25,zara  online  london,-111.26,shopping
2026-05-17,BOOTS *  * PHARMACY *  * BIRMINGHAM *  * REF *  * 594677,-61.93,health_fitness
2026-05-27,lidl gb oxford st ref 800929,-68.68,groceries
2026-06-17,UBER *  * TRIP *  * HELP.UBER.COM *  * OXFORD *  * ST *  * REF *  * 158375,-54.41,transport
2026-04-10,WAGAMAMA * ONLINE * REF * 614513,-31.75,eating_out
2026-06-04,JOHN  LEWIS  ONLINE  CAMDEN,-87.96,shopping
2026-05-29,MORRISONS *  * REF *  * 597750,-45.4,groceries
2026-01-03,JOHN LEWIS ONLINE REF 929810,-146.38,shopping
2026-05-19,SPOTIFY  UK  CAMDEN  REF  107176,-27.92,subscriptions
2026-05-27,O2  MOBILE  BILL  ONLINE  REF  814920,-119.78,bills
2026-06-03,NEXT RETAIL MANCHESTER REF 358356,-20.94,shopping
2026-02-08,DISNEY PLUS MANCHESTER REF 204993,-3.51,subscriptions
2026-04-25,council * tax * payment * birmingham * ref * 12091,-41.11,bills
2026-01-14,shell  petrol  station  online  ref  756276,-51.48,transport
2026-01-03,EE MOBILE ONLINE CARD PAYMENT,-98.31,bills
2026-05-05,STARBUCKS  COFFEE,-61.05,eating_out
2026-04-20,GO APE ACTIVITY,-50.58,entertainment
2026-06-29,dental practice camden ref 160903 card payment,-35.31,health_fitness
2026-05-26,BONUS  PAYMENT  REF  416494,994.95,income
2026-01-23,PHARMACY  PRESCRIPTION  VICTORIA  REF  16667,-94.87,health_fitness
2026-06-01,BOOTS PHARMACY REF 497912,-25.84,health_fitness
2026-03-10,CAFFE NERO VICTORIA CARD PAYMENT,-53.62,eating_out
2026-04-03,BRITISH GAS UK REF 687563 CARD PAYMENT,-166.49,bills
2026-04-16,SALARY * PAYMENT * UK * REF * 460406 * CARD * PAYMENT,977.01,income
2026-05-13,vision *  * express *  * camden,-95.91,health_fitness
2026-05-19,BRITISH GAS CARD PAYMENT,-152.01,bills
2026-01-31,HOLLAND  AND  BARRETT  REF  398509,-100.65,health_fitness
2026-05-17,h&m clothing ref 380030 card payment,-147.76,shopping
2026-04-26,CASHBACK REWARD,834.21,income
2026-03-16,council tax payment card payment,-33.0,bills
2026-04-27,NEXT  RETAIL  UK  REF  711912,-112.1,shopping
2026-06-15,STEAM GAMES LONDON,-54.71,entertainment
2026-04-02,BOOTS PHARMACY LONDON CARD PAYMENT,-5.98,health_fitness
2026-06-19,MORRISONS,-62.21,groceries
2026-03-15,TFL TRAVEL CHARGE REF 227130,-11.01,transport
2026-01-07,ODEON * CINEMA * CAMDEN * REF * 582517,-92.56,entertainment
2026-04-18,ticketmaster uk manchester ref 445787,-96.79,entertainment
2026-02-10,LIDL GB LONDON,-65.46,groceries
2026-05-24,THAMES WATER BIRMINGHAM,-71.51,bills
2026-03-26,TRAINLINE  ONLINE  REF  143071,-60.89,transport
2026-05-28,ODEON CINEMA REF 276710 CARD PAYMENT,-45.21,entertainment
2026-01-20,BOOTS UK CAMDEN REF 86782,-113.43,shopping
2026-04-01,TESCO STORE LONDON OXFORD ST,-18.63,groceries
2026-05-04,STEAM GAMES,-38.79,entertainment
2026-03-10,morrisons ref 341035,-35.44,groceries
2026-05-11,ZARA ONLINE VICTORIA REF 264076,-97.77,shopping
2026-06-10,lidl gb london,-87.4,groceries
2026-04-24,THAMES WATER REF 401112 CARD PAYMENT,-144.54,bills
2026-06-19,ZIPCAR UK CAMDEN REF 935631,-52.16,transport
2026-01-11,SALARY  PAYMENT  MANCHESTER,2446.77,income
2026-04-22,ALDI  STORE  LONDON,-94.73,groceries
2026-05-25,H&M CLOTHING MANCHESTER REF 601241,-158.35,shopping
2026-01-31,PRET  A  MANGER  VICTORIA CARD PAYMENT,-7.62,eating_out
2026-06-24,AUDIBLE UK,-2.56,subscriptions
2026-02-25,SALARY * PAYMENT * OXFORD * ST * CARD * PAYMENT,702.77,income
2026-06-29,LIDL GB OXFORD ST,-21.85,groceries
2026-02-06,odeon cinema birmingham,-81.12,entertainment
2026-04-28,STEAM * GAMES * UK * REF * 887159,-96.87,entertainment
2026-04-11,ZARA *  * ONLINE *  * UK * CARD * PAYMENT,-90.2,shopping
2026-06-09,TESCO STORE LONDON VICTORIA REF 592119,-63.27,groceries
2026-05-15,SHELL PETROL STATION OXFORD ST REF 756303 CARD PAYMENT,-71.92,transport
2026-06-17,morrisons oxford st ref 627410,-69.05,groceries
2026-02-11,DELIVEROO  ORDER  LONDON CARD PAYMENT,-12.27,eating_out
2026-05-31,SKY STORE MOVIE,-82.01,entertainment
2026-01-04,national rail ticket manchester card payment,-64.83,transport
2026-04-20,amazon  prime  uk  ref  101575,-12.1,subscriptions
2026-01-24,ODEON *  * CINEMA,-89.25,entertainment
2026-01-29,EE  MOBILE  MANCHESTER  REF  635059,-174.91,bills
2026-01-29,steam games online,-78.24,entertainment
2026-05-11,FREELANCE  PAYMENT  CAMDEN  REF  239989 CARD PAYMENT,781.97,income
2026-02-09,EE MOBILE REF 320588,-133.15,bills
2026-02-27,WAITROSE SUPERMARKET CAMDEN REF 20116 CARD PAYMENT,-50.31,groceries
2026-05-28,BOOTS PHARMACY LONDON REF 49408,-56.17,health_fitness
2026-04-18,ALDI * STORE * LONDON,-73.55,groceries
2026-05-18,JOHN LEWIS ONLINE OXFORD ST REF 954030,-69.07,shopping
2026-03-02,uber eats manchester,-45.9,eating_out
2026-01-11,MICROSOFT 365 ONLINE REF 187044 CARD PAYMENT,-5.34,subscriptions
2026-03-13,BONUS PAYMENT,1322.39,income
2026-04-23,NETFLIX.COM,-26.85,subscriptions
2026-06-16,british  gas  uk  ref  432762,-114.26,bills
2026-04-12,LIDL  GB,-53.58,groceries
2026-02-26,SPORTS *  * MASSAGE *  * CLINIC *  * OXFORD *  * ST,-110.12,health_fitness
2026-06-19,EDF ENERGY BILL OXFORD ST REF 482966,-174.96,bills
2026-06-18,APPLE ICLOUD UK REF 495596,-4.8,subscriptions
2026-03-04,JOHN * LEWIS * ONLINE * MANCHESTER,-35.23,shopping
2026-04-02,AMAZON MARKETPLACE VICTORIA REF 145360 CARD PAYMENT,-153.96,shopping
2026-06-09,lidl gb ref 954890,-18.98,groceries
2026-04-23,BONUS PAYMENT CARD PAYMENT,1383.42,income
2026-06-12,DISNEY  PLUS  LONDON  REF  560381,-10.26,subscriptions
2026-04-02,holland and barrett uk,-98.83,health_fitness
2026-02-16,wagamama uk card payment,-50.78,eating_out
2026-05-06,disney  plus  birmingham  ref  61831,-23.41,subscriptions
2026-03-22,O2 MOBILE BILL UK CARD PAYMENT,-40.44,bills
2026-01-26,WAGAMAMA MANCHESTER,-47.76,eating_out
2026-03-23,AUDIBLE UK REF 820394,-7.03,subscriptions
2026-01-28,MORRISONS * LONDON,-31.01,groceries
2026-04-09,TICKETMASTER *  * UK *  * VICTORIA *  * REF *  * 495601,-44.62,entertainment
2026-01-04,sainsburys  local  london  ref  619849 card payment,-87.21,groceries
2026-02-19,PRET A MANGER CAMDEN CARD PAYMENT,-8.69,eating_out
2026-04-16,MICROSOFT  365  UK,-8.14,subscriptions
2026-06-27,DISNEY PLUS LONDON,-27.49,subscriptions
2026-04-16,holland and barrett card payment,-72.17,health_fitness
2026-05-04,LIDL  GB,-44.15,groceries
2026-05-28,refund * amazon * online * ref * 983663 * card * payment,97.51,income
2026-02-06,PHARMACY  PRESCRIPTION  CAMDEN,-113.12,health_fitness
2026-02-12,zipcar uk manchester ref 605663,-64.87,transport
2026-03-18,JOHN  LEWIS  ONLINE  VICTORIA  REF  782565,-115.41,shopping
2026-05-27,ARGOS,-127.72,shopping
2026-01-23,BONUS PAYMENT MANCHESTER,2539.67,income
2026-02-07,ZARA  ONLINE  ONLINE,-158.27,shopping
2026-03-25,COUNCIL TAX PAYMENT OXFORD ST,-110.26,bills
